Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt
1,Dahlia,5,307,0,2,2,7,0,2,1,1,1,3,1,1,0,41327,0,1
1,Nissa,2,307,0,2,1,0,0,1,1,2,2,2,1,1,0,41327,0,1
1,Shanto,3,307,0,1,7,0,0,2,1,1,1,2,1,1,0,41327,0,1
2,Jerry,7,266,0,1,1,0,0,1,1,1,1,1,1,1,0,41327,0,1
1,Heraa,2,307,0,2,2,0,0,2,1,1,1,2,1,1,250,41327,0,1
2,Calla,10,266,0,2,2,0,0,2,1,1,1,1,1,1,200,41327,0,1
1,Max,24,205,0,1,2,5,0,2,1,1,1,1,1,1,0,41327,0,1
1,Chino,3,307,0,1,2,0,0,2,1,1,1,2,1,1,150,41327,0,2
1,Rover,3,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41327,0,3
1,Rider,2,307,0,1,1,7,0,2,2,1,1,2,1,1,0,41327,0,1
1,Giza,2,307,0,2,1,2,0,2,1,1,1,3,1,1,0,41327,0,1
1,Maylea,3,307,0,2,1,2,0,2,1,1,1,3,1,1,0,41327,0,1
1,Leif,2,307,0,1,5,0,0,2,1,1,1,3,1,1,0,41327,0,1
1,Phibie,4,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41327,0,1
1,Lelin,12,169,0,2,7,0,0,2,1,1,1,1,1,1,0,41327,0,1
1,Mimi,6,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41327,0,1
1,REMO,5,307,307,1,1,2,0,2,1,1,1,2,1,1,150,41327,0,1
1,Henna,2,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41327,0,1
1,Reina,2,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41327,0,1
1,Dot,2,307,0,1,2,7,0,1,1,1,1,2,1,1,150,41327,0,2
2,Zila,6,292,0,2,1,6,7,1,1,1,1,2,1,1,0,41327,0,2
1,Yoyo,24,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41327,0,1
1,Reno,2,307,0,1,5,7,0,2,1,1,1,3,1,1,0,41327,0,1
1,Nana,6,307,0,2,2,0,0,2,2,1,1,2,1,1,250,41327,0,2
1,Jem,5,307,0,2,1,7,0,2,1,1,1,3,1,1,0,41327,0,1
1,Maya,6,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41327,0,1
1,Kayla,12,307,0,2,1,7,0,2,1,1,1,1,1,1,0,41327,0,1
2,Micky,2,265,0,1,4,7,0,2,2,1,1,2,1,1,150,41327,0,1
1,Sparkie,4,307,0,1,2,0,0,2,2,1,1,2,1,1,0,41327,0,1
1,Tasha,4,307,0,2,1,2,0,2,1,1,1,2,1,1,250,41327,0,1
1,Pathy,6,307,0,2,1,2,0,2,1,1,1,2,1,1,250,41327,0,1
1,Dolce,5,307,0,2,2,0,0,2,1,1,1,3,1,1,0,41327,0,1
1,Dottie,3,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41327,0,1
1,Karbon,3,307,0,2,1,0,0,2,2,1,1,2,1,1,0,41327,0,1
1,Mincy,2,307,0,2,2,0,0,2,1,1,1,3,1,1,0,41327,0,1
1,Terry,3,307,0,1,1,0,0,2,1,1,1,1,1,1,0,41327,0,1
1,Jane,2,307,0,2,2,7,0,2,1,1,1,3,1,1,0,41327,0,1
1,Trixies,2,307,0,2,2,0,0,1,1,2,2,2,1,1,0,41327,0,1
2,Mabel,3,299,0,2,6,7,0,2,1,1,1,3,1,1,0,41327,0,1
1,Garen,2,307,0,1,5,0,0,2,1,1,1,2,1,1,0,41327,0,1
1,Charcoal,3,307,0,2,1,0,0,2,1,1,1,2,1,1,0,41327,0,1
1,Lara,3,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41327,0,1
1,Tania,4,307,0,2,5,0,0,2,1,1,1,3,1,1,0,41327,0,1
1,Galen,6,307,0,1,2,0,0,2,1,1,1,3,1,1,0,41327,0,1
1,Mop,24,218,307,2,7,0,0,2,2,1,1,3,1,1,0,41327,0,1
1,Farold,3,307,0,1,2,0,0,2,1,1,1,1,1,1,0,41327,0,2
2,Neely,10,265,0,2,6,7,0,2,2,1,1,1,1,1,250,41327,0,1
2,Moe & Nero,9,266,0,1,1,3,0,1,1,1,1,1,1,2,0,41327,0,1
2,Flora,6,266,0,2,2,4,7,2,1,1,1,1,1,1,0,41327,0,1
2,Pipo,8,266,0,1,1,6,7,2,1,1,1,2,1,1,250,41327,0,1
2,Jazz,7,266,0,1,5,7,0,1,1,1,1,1,1,1,0,41327,0,1
1,PEPITO,3,307,0,2,2,0,0,2,1,1,1,2,1,1,250,41327,0,1
1,Rockie,12,307,0,1,1,4,7,2,1,1,1,2,1,1,150,41327,0,1
2,Comel,3,299,0,2,2,3,0,2,1,1,1,2,1,1,0,41327,0,1
2,ETTA,8,266,0,1,2,0,0,1,1,1,1,1,1,1,100,41327,0,2
2,DINKY,8,265,0,1,1,7,0,1,1,1,1,1,1,1,0,41327,0,1
2,Sophie,8,266,0,2,1,2,0,1,1,1,1,1,1,1,0,41327,0,1
1,Diva,4,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41327,0,1
1,Spice,5,141,307,2,5,0,0,2,1,1,1,3,1,1,0,41327,0,1
2,Snow,6,266,0,2,7,0,0,1,1,1,1,1,1,1,0,41327,0,1
1,Fabio,48,213,0,1,7,0,0,2,3,1,1,2,1,1,200,41327,0,1
2,Laara,4,265,0,2,2,0,0,2,1,1,1,2,1,1,0,41327,0,1
1,Jag,7,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41327,0,1
1,Elfie,4,307,0,2,7,0,0,2,1,1,1,3,1,1,0,41327,0,1
1,Tashas,4,307,0,2,5,0,0,2,1,1,1,3,1,1,0,41327,0,1
1,Tessa,9,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41327,0,1
2,RIN,6,266,0,2,1,7,0,1,1,1,1,1,1,1,100,41327,0,1
2,Kiki,72,285,264,2,7,0,0,2,2,1,1,1,1,1,0,41327,0,1
1,Josie,4,307,0,2,1,2,7,1,1,1,1,2,1,1,250,41327,0,1
1,Sabra,5,307,0,2,5,7,0,2,1,1,1,2,1,1,250,41327,0,1
1,Lovebi,2,307,0,2,1,2,7,3,1,2,2,2,1,1,0,41326,0,3
1,Blackie,6,307,0,2,1,0,0,2,1,2,2,2,1,1,0,41326,0,3
1,Zai Zai,24,307,307,1,3,0,0,3,2,3,3,3,1,1,0,41401,0,2
2,Era,5,266,0,2,1,7,0,2,1,2,1,1,1,1,0,41401,0,4
2,Harie Aka Maru,2,266,0,1,1,7,0,2,1,2,1,2,1,1,0,41401,0,5
2,CC,6,266,0,2,1,7,0,2,1,2,1,1,1,1,0,41401,0,11
2,Blue Eyed Tommie,5,266,0,1,7,0,0,2,1,2,1,2,1,1,0,41401,0,14
2,Sura Boy,5,266,0,1,6,7,0,2,1,2,1,2,1,1,0,41401,0,18
1,Cutie Boy,16,307,0,1,2,5,0,1,2,1,1,2,1,1,0,41401,0,2
1,Poppy,11,307,0,2,2,0,0,2,1,2,1,1,1,1,0,41401,0,4
2,Ura Odd-eyed (Reserved),2,266,0,1,7,0,0,2,1,2,1,2,1,1,0,41401,0,12
2,Friskie The Tortie,4,266,0,2,1,2,0,2,1,2,1,2,1,1,0,41401,0,5
2,Volvo,3,266,0,1,2,5,0,2,1,2,1,2,1,1,0,41401,0,23
2,Kane,3,266,0,1,2,0,0,2,1,2,1,2,1,1,0,41401,0,8
2,Adorable Sisters (Xandra Booked),2,266,0,2,6,7,0,2,1,2,1,2,1,2,0,41401,0,8
2,Kanee,2,266,0,1,1,6,0,2,1,2,1,2,1,1,0,41401,0,25
2,Ginger Boy,1,266,0,1,4,7,0,2,1,2,1,2,1,1,0,41401,0,3
2,Fanee,3,266,0,2,1,2,7,2,1,2,1,2,1,1,0,41401,0,17
2,Aman The Ginger Boy,3,266,0,1,2,7,0,2,1,2,1,2,1,1,0,41401,0,8
2,Copy Cats,2,266,0,1,1,0,0,2,1,2,1,2,1,2,0,41401,0,16
2,Ra,5,266,0,2,1,4,7,2,1,2,1,1,1,1,0,41401,0,10
2,Odd-Eyed White Kittens,2,266,0,1,7,0,0,2,1,2,1,2,1,3,0,41401,0,16
2,Whitty,4,266,0,1,5,0,0,2,1,2,1,2,1,1,0,41401,0,15
2,My Blue-eyed Baby...Hoho,3,266,0,1,7,0,0,2,1,2,1,2,1,1,0,41401,0,8
2,Vera,4,266,0,2,7,0,0,2,1,2,1,1,1,1,0,41401,0,25
2,Ron,2,266,0,1,3,0,0,2,1,2,1,2,1,1,0,41401,0,3
2,Edora,7,266,0,2,1,7,0,1,1,2,1,1,1,1,0,41401,0,8
2,Ike,3,266,0,1,2,7,0,2,1,2,1,2,1,1,0,41401,0,13
2,Garie Aka Max,2,266,0,1,1,7,0,2,1,2,1,2,1,1,0,41401,0,2
2,Boyz Trio,2,266,0,1,4,7,0,2,2,2,1,2,1,3,0,41401,0,20
2,3 Angels,2,266,0,2,1,4,7,2,1,2,2,2,1,3,0,41401,0,9
2,Lanee,2,266,0,2,1,4,7,2,1,2,1,2,1,1,0,41401,0,27
2,Johan,2,265,0,1,2,7,0,2,2,2,1,1,1,1,0,41401,0,11
1,Nee Nee,2,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41401,0,4
2,Lily The Tortie,2,266,0,2,1,2,0,2,1,2,2,2,1,1,0,41401,0,6
2,Whitey,8,266,0,1,5,0,0,2,1,2,1,1,1,1,0,41401,0,13
2,Pat,10,266,0,2,2,7,0,2,1,2,1,1,1,1,0,41401,0,6
2,Idee,2,266,0,1,2,7,0,2,1,2,1,2,1,1,0,41401,0,8
2,"Roger Junior,maya N Gigi",4,265,0,3,1,4,7,2,2,2,1,2,1,4,0,41326,0,8
2,Cute Omel Kitten For Adoption,2,292,299,1,6,7,0,1,2,2,2,2,1,1,0,41326,0,5
2,Lucky The White Cat,7,292,0,1,7,0,0,2,2,3,3,2,1,1,0,41326,0,4
2,2 Little Kittens,1,264,0,1,5,0,0,1,3,2,2,2,1,2,0,41326,0,1
2,Multiple Names.,48,264,266,3,4,5,7,3,2,1,1,2,1,5,0,41326,0,5
2,Tiger,12,266,0,1,5,0,0,2,1,1,1,1,1,1,0,41327,0,1
1,Aidan,60,178,0,1,2,0,0,1,2,3,1,2,1,1,0,41401,0,3
1,Jack,6,179,0,1,2,0,0,1,1,1,1,2,1,1,0,41401,0,1
1,Money,48,205,0,2,1,2,7,1,1,1,1,2,1,1,0,41401,0,1
1,Australian Silky Terrier,36,17,207,1,1,3,0,1,1,3,1,2,1,1,0,41401,0,1
1,No Name,24,205,0,2,1,2,7,1,2,3,3,2,1,1,0,41401,0,1
1,Pui Ying,60,179,0,2,7,0,0,1,1,1,1,2,1,1,0,41401,0,3
1,Cookie,72,179,0,2,2,0,0,1,1,2,1,2,1,1,0,41401,0,2
1,Puggy,24,182,0,2,5,0,0,1,1,1,1,2,1,1,0,41401,0,1
1,Shih Tzu,36,205,0,1,2,7,0,1,1,3,3,3,1,1,0,41401,0,3
1,Tiny,60,75,0,2,2,0,0,2,1,3,1,2,1,1,0,41401,0,3
1,Charcoal,72,179,0,2,1,0,0,1,1,3,1,2,1,1,0,41401,0,3
1,Prince,72,195,0,1,6,0,0,2,1,1,1,2,1,1,0,41401,0,1
1,Lisa,60,205,0,2,1,2,7,1,1,1,1,2,1,1,0,41401,0,2
1,Eascrach,17,205,0,2,1,2,7,1,1,1,1,2,1,1,0,41401,0,1
1,Belle,48,179,0,2,7,0,0,1,1,3,1,2,1,1,280,41401,0,3
1,Rodney,48,179,0,1,5,0,0,1,1,1,1,2,1,1,0,41401,0,3
1,Baby,60,205,0,2,1,2,5,1,1,3,1,2,1,1,0,41401,0,2
1,,24,205,0,2,1,2,7,1,2,3,3,2,1,1,0,41401,0,0
1,Puppies,2,307,0,3,2,0,0,2,1,3,3,3,1,7,0,41401,0,0
1,Siobhan,66,179,0,2,2,0,0,1,1,3,1,2,1,1,0,41401,0,3
1,Nasty,24,179,0,1,2,0,0,1,1,1,1,2,1,1,0,41401,0,2
1,Ah Bee,36,205,0,2,1,2,7,1,1,1,1,2,1,1,0,41401,0,2
1,JD,12,179,0,1,2,0,0,1,1,1,1,2,1,1,0,41401,0,2
1,Er Pa,24,195,0,1,6,7,0,1,1,1,1,2,1,1,0,41401,0,2
1,Szi Er,48,147,0,2,7,0,0,1,1,3,3,2,1,1,0,41401,0,1
1,Noinin,36,205,0,2,1,2,7,1,1,3,1,2,1,1,0,41401,0,2
1,Lala,60,195,0,2,6,7,0,1,1,1,1,2,1,1,0,41401,0,3
2,,2,266,0,3,2,5,7,2,1,2,2,3,1,5,0,41401,0,1
2,Danial,24,265,0,2,1,7,0,2,2,3,3,3,1,1,15,41324,0,1
2,Snow,24,265,0,2,7,0,0,2,2,3,3,3,1,1,15,41324,0,1
2,Jerry,24,265,0,2,2,7,0,2,2,3,3,3,1,1,15,41324,0,1
2,Midnight,6,266,0,2,1,7,0,1,1,1,1,1,1,1,0,41326,0,1
2,Liselle,3,266,0,2,1,2,7,1,1,2,1,2,1,1,0,41326,0,1
1,Charley,4,307,0,2,1,2,0,2,2,1,1,2,1,1,0,41326,0,0
2,Max,3,266,0,1,2,7,0,1,1,2,1,2,1,1,0,41326,0,1
1,,3,307,0,3,1,2,0,2,2,2,1,2,1,2,0,41326,0,2
1,"Tetley, Tiny & Tip",4,307,0,2,1,2,5,2,1,1,1,2,1,3,0,41326,0,3
2,Depp,2,266,0,1,7,0,0,2,1,1,1,2,1,1,0,41326,0,1
2,Sirius,2,266,0,1,1,7,0,2,2,2,2,2,1,1,0,41326,0,1
2,Oreo,2,266,0,2,1,4,6,2,2,2,1,2,1,1,0,41326,0,2
2,Harmony,3,266,0,2,6,7,0,1,1,2,1,2,1,1,0,41326,0,2
1,Belle,6,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41326,0,1
1,"Boh, Chai, Kopi, Light & Mocha",4,307,0,2,1,2,5,2,1,1,1,2,1,1,0,41326,0,5
2,Soleil,6,265,0,1,3,0,0,2,2,1,1,1,1,1,0,41326,0,2
2,Fennic,4,265,0,2,1,2,3,2,1,1,1,2,1,1,0,41326,0,2
2,Rhapsody,3,266,0,2,6,7,0,1,1,2,1,2,1,1,0,41326,0,1
1,Dawn,3,307,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,0,1
2,Lyric,3,266,0,1,1,0,0,1,1,2,1,2,1,1,0,41326,0,1
2,,4,266,0,2,1,5,6,1,1,2,2,2,1,2,0,41401,0,4
1,Female Mongrel 1,2,307,0,2,1,0,0,2,1,2,2,2,1,1,0,41326,0,3
1,Unnamed (for Future Owner To Name),2,307,0,2,1,2,0,2,1,2,1,2,1,1,0,41326,0,6
1,Female Mongrel 3,2,307,0,2,1,7,0,2,2,2,2,2,1,1,0,41326,0,5
1,Female Mongrel 2,2,307,0,2,1,2,7,2,2,2,2,2,1,1,0,41326,0,5
2,"Chipmunk, Fatty, Meow",3,299,0,3,2,4,7,1,1,2,2,2,2,3,0,41401,0,9
2,Storm,2,266,0,2,6,7,0,2,1,2,2,2,1,1,0,41401,0,1
2,,2,266,0,1,1,0,0,2,1,2,2,3,1,1,0,41401,0,1
2,"DynaMite, OraCle & GrifteR",2,266,0,3,1,2,6,2,1,2,2,3,1,3,0,41401,0,6
2,,2,266,0,2,1,0,0,2,1,2,2,3,1,1,0,41401,0,1
2,,2,266,0,2,6,0,0,2,1,2,2,3,1,1,0,41401,0,1
2,Lily,7,266,0,2,6,7,0,1,1,1,1,1,1,1,0,41401,0,3
1,Charcoal,36,307,0,1,1,0,0,3,1,1,2,1,1,1,0,41401,0,2
2,Coco,5,266,0,1,1,0,0,1,1,1,1,2,1,1,0,41401,0,2
2,Sweetie,8,266,0,2,7,0,0,1,1,1,1,1,1,1,0,41401,0,1
2,Meemee(white)&Kiki (Black),2,266,0,2,1,7,0,1,1,1,1,2,1,1,0,41401,0,4
2,Bobo,5,266,0,1,6,0,0,1,1,1,1,2,1,1,0,41401,0,3
1,,2,307,307,3,2,5,0,2,2,2,2,2,1,2,0,41326,0,7
2,Kkori,24,288,292,1,2,5,0,2,1,1,1,2,1,1,0,41326,0,6
2,Tiny,1,266,0,1,1,7,0,1,1,2,2,2,1,1,0,41326,0,5
2,Kkumi( Dream),24,288,292,2,2,5,0,1,1,1,1,1,1,1,0,41326,0,3
2,Kkaru & Kimbap,16,266,266,3,1,2,7,2,1,1,1,1,1,2,0,41326,0,4
2,Star,15,292,0,2,2,5,0,2,1,1,1,2,1,1,0,41326,0,3
2,SPM,3,266,0,1,1,2,7,1,1,3,3,3,1,1,0,41326,0,4
2,Tofu,1,266,0,1,2,0,0,1,2,2,2,2,1,1,0,41326,0,1
1,Pretty,8,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41326,0,2
1,Kanmani,1,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41326,0,2
1,Simran,2,307,0,2,2,5,0,2,2,1,1,2,1,1,0,41326,0,2
1,Oreo,1,307,0,2,1,7,0,2,1,1,1,2,1,1,0,41326,0,1
1,Brown Brothers,2,307,0,1,2,0,0,2,1,2,2,2,1,2,0,41326,0,2
1,Grey,9,307,0,2,6,0,0,2,1,1,1,1,1,1,0,41326,0,1
1,Anushka,10,307,0,2,2,0,0,2,2,1,1,1,1,1,0,41326,0,2
1,Muthu,9,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41326,0,2
1,Bobby,4,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41326,0,2
1,Veera,2,307,0,1,3,0,0,2,1,1,1,2,1,1,0,41326,0,2
1,Dora,8,307,0,2,1,2,0,2,1,1,1,1,1,1,0,41326,0,1
1,Lucky,8,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41326,0,1
1,Charming,8,307,0,1,2,0,0,2,1,2,2,2,1,1,0,41326,0,1
1,Black Boy,1,307,0,1,1,7,0,2,2,2,2,2,1,1,0,41326,0,1
1,Amutha,10,307,0,2,2,7,0,2,2,1,1,1,1,1,0,41326,0,2
1,Roxy,1,307,0,1,1,7,0,2,1,2,2,2,1,1,0,41326,0,1
1,Foxy,1,307,0,1,1,0,0,2,3,2,2,2,1,1,0,41326,0,1
1,Veer,9,307,0,1,2,7,0,2,2,2,2,2,1,1,0,41326,0,1
1,Cutie,1,307,0,2,1,7,0,2,1,1,1,2,1,1,0,41326,0,1
1,Arjun,2,307,0,1,2,7,0,2,1,1,1,2,1,1,0,41326,0,2
1,Two Handsome Boy,2,307,0,1,2,4,0,2,2,1,1,2,1,2,0,41326,0,3
1,Handsome,12,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41326,0,2
1,Rocky,36,307,0,1,1,2,0,2,2,3,3,2,1,1,0,41326,0,1
1,Nikita,3,307,0,2,1,0,0,2,1,1,1,1,1,1,0,41326,0,2
1,Bull Bull,2,307,0,2,4,5,0,2,2,1,1,2,1,1,0,41326,0,2
1,Theresa,29,307,0,2,1,2,5,2,1,1,1,1,1,1,0,41401,0,9
1,Sammy,9,307,0,1,1,2,0,1,1,1,1,2,1,1,0,41401,0,13
1,Ivory,9,307,0,2,1,2,0,2,1,1,1,1,1,1,0,41401,0,5
1,Shi Shi,3,20,307,2,1,2,7,2,1,1,1,2,1,1,0,41401,0,8
1,Tang Ka Chee,7,307,0,2,1,2,0,2,1,1,1,1,1,1,0,41401,0,6
1,Linda,7,307,0,2,1,0,0,2,1,1,1,1,1,1,0,41401,0,14
1,Sally,4,307,0,2,3,5,0,2,1,1,1,2,1,1,0,41401,0,6
1,Miss Korea,4,307,0,2,1,7,0,2,2,1,1,2,1,1,0,41401,0,6
1,Krist3n,3,141,307,2,1,2,0,2,1,1,1,2,1,1,0,41401,0,5
1,Fafa,29,307,0,2,1,5,7,2,1,1,1,1,1,1,0,41401,0,10
1,Jenny,24,307,0,2,1,0,0,2,1,1,1,1,1,1,0,41401,0,9
1,Emma,3,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41401,0,6
1,Luna,12,307,0,2,1,2,0,2,2,1,1,1,1,1,0,41401,0,8
1,Violet,8,307,60,2,5,7,0,2,1,1,1,1,1,1,0,41401,0,7
1,Lisa,24,307,0,2,1,4,5,2,1,1,1,1,1,1,0,41401,0,6
1,Peter,36,307,0,1,2,7,0,2,1,1,1,1,1,1,0,41401,0,8
1,Peanut,2,307,0,2,1,7,0,2,1,1,1,2,1,1,0,41401,0,9
1,Victor,48,218,0,1,1,2,3,2,2,1,1,1,1,1,0,41401,0,5
1,Oprah,6,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41401,0,11
1,Nelson,24,307,0,1,1,5,0,2,1,1,1,1,1,1,0,41401,0,11
1,Pizza,2,307,0,2,2,7,0,2,1,1,1,2,1,1,0,41401,0,9
1,Eugene,3,307,0,2,1,2,7,2,1,1,1,2,1,1,0,41401,0,6
1,Eunice,3,307,0,2,1,2,5,2,1,1,1,2,1,1,0,41401,0,6
1,Sammmy,4,103,307,1,2,0,0,2,1,1,1,2,1,1,0,41401,0,5
1,Merrie,3,307,0,2,2,3,0,2,1,1,1,2,1,1,0,41401,0,14
1,Fernandez,6,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41401,0,6
1,Bubble_,36,60,0,2,3,7,0,1,1,1,1,2,1,1,150,41326,0,2
1,,3,307,307,2,2,0,0,3,2,2,2,2,1,2,0,41326,0,2
1,Dotti And Fatfat,3,76,307,2,1,2,7,2,3,1,1,2,1,2,0,41327,0,5
1,Scruffy Aka FiFi,12,218,128,2,7,0,0,2,2,1,1,1,1,1,0,41401,0,5
1,Betty Boop,36,182,0,2,5,0,0,1,1,1,1,1,1,1,300,41401,0,1
1,BARTholomew,24,182,0,1,5,0,0,1,1,1,1,1,1,1,0,41401,0,1
1,Billion,120,182,0,1,5,0,0,1,1,1,1,1,1,1,0,41401,0,1
1,Oreo,4,76,307,2,1,7,0,2,1,1,1,1,1,1,0,41401,0,6
1,Blackberry,2,307,0,1,1,0,0,2,1,1,1,2,1,1,0,41401,0,3
1,Boysenberry,2,307,0,1,1,2,0,2,2,1,1,2,1,1,0,41401,0,6
1,Cherry,24,307,0,2,1,0,0,2,1,1,1,1,1,1,0,41401,0,9
1,Bobby The Stevie Wonder Pug |-),24,182,0,1,5,0,0,1,1,1,1,1,1,1,200,41401,0,5
1,Little One,24,152,60,1,1,2,0,1,1,1,1,1,1,1,200,41401,0,5
1,Stevie,8,103,307,2,1,5,7,2,1,1,1,2,1,1,0,41401,0,5
1,Bubble,57,182,0,1,5,0,0,1,1,1,1,1,1,1,0,41401,0,1
1,Cranberry,2,307,0,2,1,0,0,2,1,1,1,1,1,1,0,41401,0,11
1,Sammy,10,307,78,1,1,2,0,2,1,1,1,1,1,1,0,41401,0,3
1,Strawberry,2,307,0,2,1,7,0,2,1,1,1,1,1,1,0,41401,0,20
1,,48,78,0,2,1,0,0,3,1,1,1,2,1,1,0,41401,0,4
1,"Puppies For Adoption, Klang",2,307,0,3,1,2,7,2,2,3,3,3,1,5,0,41326,0,3
1,Sudha,2,307,0,2,2,7,0,2,1,2,2,2,1,1,0,41326,0,4
1,5 Month Baby,5,75,307,1,1,5,0,2,2,3,3,3,1,1,0,41326,0,2
1,Benji,60,213,307,1,2,5,0,2,2,1,1,3,1,1,0,41326,0,2
1,Bella,18,213,103,2,1,5,0,2,2,1,1,1,1,1,0,41326,0,1
1,Black Female Puppy,1,307,0,2,1,2,0,2,2,3,3,3,1,1,0,41326,0,2
1,Cute Female Dog,17,307,0,2,2,6,0,1,2,1,1,1,1,1,0,41326,0,1
1,3 Female Puppies,1,307,0,2,1,2,7,2,2,3,3,3,1,13,0,41326,0,2
1,Chico & Cleo,4,307,0,3,4,5,7,2,1,1,1,1,1,2,0,41326,0,15
1,Puppies In Sg Way,1,307,0,3,1,2,7,2,2,3,3,3,1,6,0,41326,0,4
1,3 Male Pupies,2,307,0,1,1,2,0,2,2,3,3,3,1,3,0,41326,0,3
2,2 Male Kittens,3,299,248,1,1,3,6,2,2,3,3,3,1,2,0,41326,0,2
1,Male Puppy @ Taman Klang Jaya,2,307,0,1,5,0,0,2,2,3,3,3,1,1,0,41326,0,3
1,Rajee,4,141,307,2,5,7,0,2,2,1,1,1,1,1,0,41326,0,4
1,2 Puppies In Bandar Parklands Klang,1,307,0,3,1,2,5,1,1,3,3,3,1,2,0,41326,0,1
1,Mini Picher Mix Shih Tzu- Male,5,152,205,1,2,0,0,2,1,3,3,3,1,1,0,41326,0,2
1,Oreo Male Puppy,2,307,0,1,1,7,0,2,2,3,3,3,1,1,0,41326,0,3
1,6 Months Female Puppy,6,307,0,2,1,2,0,2,1,3,3,3,1,1,0,41326,0,1
1,Abandoned Puppies For Adoption,1,307,0,3,1,2,0,2,2,3,3,3,1,7,0,41326,0,2
1,2 Male Dogs,13,307,0,1,1,7,0,2,2,1,1,3,1,2,0,41326,0,2
1,7 Cute Puppies,1,307,0,3,1,2,5,2,2,3,3,3,1,2,0,41326,0,17
1,2 Month Female Puppy,2,307,0,2,1,2,0,2,2,3,3,3,1,1,0,41326,0,4
1,Small Sized Female Dog,24,307,0,2,5,7,0,1,1,1,1,1,1,1,0,41326,0,1
1,Patches,4,307,0,2,2,5,0,2,1,1,1,1,1,1,0,41326,0,3
1,Libby & Mus,60,141,307,3,1,0,0,2,2,1,1,1,1,2,0,41326,0,2
1,Baby Seetha,4,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41326,0,2
1,Puppies For Adoption,6,307,0,3,1,5,0,2,1,3,3,3,1,5,0,41326,0,5
1,2 Female Puppies,7,307,0,2,1,2,0,1,1,3,3,3,1,1,0,41326,0,2
2,3 Kittens,1,292,0,3,1,5,6,2,2,3,3,3,1,3,0,41326,0,3
1,10 Puppies For Adoption,1,218,307,3,1,2,5,2,2,3,3,3,1,10,0,41326,0,1
1,Male Puppy,3,307,0,1,1,2,0,2,2,3,3,3,1,1,0,41326,0,1
1,4 Months Male Puppy,4,307,0,1,5,0,0,2,1,3,3,3,1,1,0,41326,0,1
1,Dolly,18,205,0,2,5,6,0,1,2,1,3,3,1,1,0,41326,0,1
1,Cute Male Puppy,4,307,0,1,1,5,0,2,2,3,1,3,1,1,0,41326,0,4
2,Blue Eyes Kitten,1,288,0,1,5,7,0,2,2,3,3,3,1,1,0,41326,0,1
2,Bella,3,265,0,2,1,3,0,2,2,2,2,2,1,1,0,41326,0,6
2,Chip,2,265,0,2,1,2,7,2,2,2,2,2,1,1,0,41326,0,5
2,Mitten,2,265,0,2,5,7,0,2,2,2,2,2,1,1,0,41326,0,1
2,Puteh,3,265,0,2,7,0,0,2,2,2,2,2,1,1,0,41326,0,5
1,Puppy 1,3,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41332,0,5
1,Puppy 2,3,307,0,2,1,3,0,2,2,2,2,2,1,1,0,41332,0,5
1,Puppy 5,3,307,0,1,1,2,0,2,2,2,2,2,1,1,0,41332,0,1
1,Puppy 4,3,307,0,2,1,0,0,2,2,2,2,2,1,1,0,41332,0,3
1,Puppy 7,3,307,0,1,1,2,0,2,2,2,2,2,1,1,0,41332,0,4
1,Puppy 3,3,307,0,1,1,2,0,2,2,2,2,2,1,1,0,41332,0,5
2,Snowie And Goldie,3,264,265,2,2,4,7,2,3,2,2,2,1,2,0,41326,0,3
2,Otis And Olie,3,243,0,2,1,5,7,2,2,2,2,2,1,1,0,41326,0,5
2,Kitty,3,266,266,2,1,4,7,1,2,2,2,2,1,1,0,41326,0,3
2,Grey,7,243,0,2,1,6,7,2,2,1,1,2,1,1,0,41326,0,3
2,Ginger,8,266,0,1,3,4,0,2,2,2,1,2,1,1,0,41326,0,5
