,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,AdoptionSpeed
3120,1,111,1,1,2,2,2,2,2,2,1,0,12,0
3121,2,58,2,1,1,1,2,2,2,1,1,0,3,4
3122,12,104,1,1,2,1,3,3,3,1,1,0,9,2
3123,24,104,1,1,3,2,1,1,1,1,1,30,6,4
3124,2,57,1,1,2,2,2,2,2,1,4,0,12,2
3125,5,104,2,5,2,1,1,1,1,1,1,0,3,4
3126,1,104,2,5,2,1,2,2,2,1,1,0,12,3
3127,14,142,1,2,2,2,1,1,1,1,1,0,3,2
3128,2,104,2,1,2,1,2,2,2,1,1,0,12,2
3129,2,164,3,1,1,1,1,1,3,1,2,0,10,3
3130,7,104,2,1,1,1,1,1,1,1,1,0,12,4
3131,0,58,1,1,1,1,2,2,2,1,1,0,12,4
3132,5,58,1,2,2,3,2,1,2,1,1,80,12,1
3133,6,57,3,1,2,2,2,2,2,1,2,0,12,4
3134,3,104,1,1,2,1,1,1,2,1,1,0,12,4
3135,3,104,2,2,2,1,2,2,2,1,1,0,12,3
3136,12,104,1,1,2,2,1,1,1,1,1,0,0,4
3137,1,104,3,2,2,2,2,2,2,1,4,0,12,3
3138,2,104,2,1,2,2,3,3,2,1,1,0,12,2
3139,2,152,2,1,1,2,2,2,2,1,3,0,7,1
3140,1,58,2,1,2,1,2,1,2,1,3,50,9,3
3141,2,56,1,3,2,3,2,1,2,1,1,0,12,4
3142,21,122,1,1,1,1,2,2,2,1,1,500,12,3
3143,1,104,3,1,2,1,2,2,2,1,6,0,12,2
3144,2,104,2,1,2,1,1,1,2,1,1,0,12,3
3145,36,132,1,7,1,1,1,1,2,1,1,0,3,1
3146,2,73,2,1,2,2,3,3,2,1,1,0,12,3
3147,52,82,1,1,2,2,1,1,2,1,1,100,3,1
3148,2,58,2,6,2,1,2,1,2,2,1,0,3,1
3149,2,104,1,2,2,1,2,2,2,1,1,0,12,2
3150,18,58,3,1,2,2,2,2,2,2,4,0,12,3
3151,4,104,1,3,2,2,1,2,1,1,1,0,12,4
3152,1,58,1,1,1,1,2,1,2,1,1,0,12,1
3153,3,58,2,7,1,1,1,1,2,1,1,0,3,1
3154,60,141,2,1,2,2,3,3,1,1,1,0,12,2
3155,4,58,1,1,1,1,2,1,2,1,2,0,5,2
3156,3,23,1,3,2,1,2,2,2,1,1,0,12,1
3157,36,76,1,3,4,2,1,1,1,1,1,0,12,3
3158,12,142,1,1,2,2,3,1,2,1,1,100,12,3
3159,3,58,1,1,1,1,1,1,2,1,1,0,9,2
3160,17,58,3,2,2,2,2,2,2,1,4,0,3,4
3161,1,104,3,1,3,1,2,2,2,1,8,0,12,3
3162,3,57,3,2,2,1,2,2,2,1,4,0,7,3
3163,2,58,1,5,1,1,2,2,2,1,1,50,12,4
3164,48,121,2,5,1,2,1,1,1,1,1,250,12,2
3165,2,104,2,2,2,1,1,1,2,1,1,0,12,2
3166,5,76,2,3,2,2,3,1,1,1,1,0,9,4
3167,4,104,2,7,1,1,1,1,3,1,1,0,12,2
3168,4,23,1,1,2,1,1,1,2,1,1,0,12,1
3169,24,104,1,1,2,1,3,3,3,1,1,0,0,3
3170,4,57,2,1,3,2,2,2,2,1,1,0,3,0
3171,31,104,2,3,1,1,1,1,1,1,1,80,12,4
3172,4,58,1,2,1,1,1,1,2,1,1,0,12,2
3173,54,58,1,3,2,1,1,1,1,1,1,0,3,4
3174,7,58,1,3,2,1,1,1,1,1,1,0,3,4
3175,2,104,3,1,2,1,2,2,2,1,6,0,3,2
3176,4,142,2,2,1,1,1,1,2,1,1,400,3,2
3177,2,58,3,1,2,1,1,1,3,1,3,0,9,2
3178,36,51,2,2,1,2,3,3,3,1,1,0,9,4
3179,8,32,2,2,2,2,1,1,2,1,1,200,12,3
3180,36,58,2,5,2,1,2,1,1,1,1,0,12,2
3181,14,94,1,7,2,2,2,2,2,1,1,0,12,0
3182,31,17,1,2,2,1,1,1,2,1,1,400,12,3
3183,2,104,2,5,2,1,2,2,2,1,1,0,12,3
3184,17,141,1,7,2,1,1,1,2,1,1,155,3,4
3185,46,121,2,5,1,3,1,1,1,1,1,0,3,3
3186,2,58,1,1,1,2,2,2,2,1,1,0,0,0
3187,2,58,2,1,1,1,2,2,2,1,1,0,12,4
3188,3,58,2,1,2,1,1,1,1,1,1,0,12,1
3189,2,104,1,2,1,1,3,3,3,1,1,0,12,4
3190,1,104,1,1,2,2,1,1,2,1,1,0,12,3
3191,1,58,2,4,2,1,2,2,2,1,1,0,12,3
3192,2,104,3,1,2,1,2,2,2,1,5,0,9,4
3193,17,57,3,3,3,2,1,1,1,1,2,0,3,4
3194,7,98,1,1,3,2,2,1,2,1,1,70,12,3
3195,120,104,2,2,2,2,2,2,1,1,1,0,5,4
3196,1,58,3,2,2,1,2,2,2,1,2,0,3,4
3197,36,62,2,2,2,2,1,1,2,1,1,0,12,1
3198,9,58,1,3,2,1,2,2,2,1,1,0,3,4
3199,2,6,1,3,3,2,1,1,2,1,1,0,3,2
3200,5,58,1,1,1,1,3,3,3,1,1,0,12,2
3201,50,42,1,2,2,1,2,2,1,1,1,0,0,4
3202,16,58,2,6,2,1,2,1,1,1,1,0,12,4
3203,1,104,2,2,2,1,3,3,3,1,1,0,12,1
3204,3,104,2,1,2,2,2,1,2,1,1,100,12,2
3205,24,56,2,2,2,3,1,1,1,1,2,150,0,1
3206,48,104,1,1,3,1,1,1,1,1,1,100,6,2
3207,2,104,2,1,2,1,2,2,2,1,4,0,12,2
3208,6,76,1,3,3,3,1,1,2,1,1,0,12,0
3209,2,104,3,1,2,1,2,2,2,1,6,0,12,1
3210,2,104,2,1,2,2,2,2,2,1,1,0,8,2
3211,2,104,1,2,2,1,2,2,2,1,1,0,3,1
3212,9,58,1,6,2,2,2,1,2,1,1,10,3,2
3213,6,156,3,6,1,1,2,1,2,1,2,0,0,3
3214,0,57,3,1,1,2,2,2,2,1,3,0,12,1
3215,2,104,2,2,2,1,1,1,2,1,1,0,12,2
3216,4,104,1,2,2,2,1,1,2,1,1,0,12,2
3217,11,104,2,2,1,1,3,1,2,1,1,0,3,3
3218,3,104,1,2,2,2,2,2,2,1,1,0,12,4
3219,3,175,3,1,1,1,2,1,2,1,3,0,3,2
3220,3,104,2,2,2,2,1,1,2,1,1,50,12,2
3221,4,58,1,2,2,1,2,1,1,1,1,0,12,2
3222,10,56,2,3,2,3,3,3,3,1,1,0,3,0
3223,1,57,3,1,1,2,2,2,2,1,5,0,12,4
3224,48,132,1,7,1,3,1,1,3,2,1,0,12,1
3225,4,104,3,2,2,2,1,1,1,1,3,0,12,4
3226,10,104,1,1,2,1,2,2,2,1,1,0,12,3
3227,2,58,1,1,2,2,1,1,2,1,1,0,12,3
3228,5,157,2,1,1,1,1,1,2,1,1,0,12,3
3229,5,104,2,7,2,1,1,1,1,1,1,0,12,3
3230,26,57,2,6,2,2,1,1,2,1,1,0,12,4
3231,15,152,1,7,2,3,3,3,3,1,1,0,12,2
3232,8,121,1,7,2,2,3,3,3,1,1,0,3,2
3233,7,116,3,2,2,2,1,1,2,1,2,250,3,2
3234,1,104,1,2,2,1,3,1,2,1,1,0,12,2
3235,2,142,2,2,2,1,2,2,2,1,1,0,12,1
3236,3,104,2,1,2,1,2,1,2,1,1,0,12,2
3237,4,57,2,1,2,2,1,1,2,1,1,0,7,3
3238,8,57,2,1,2,2,3,3,1,1,1,0,12,1
3239,72,33,1,1,3,1,1,1,1,1,1,0,12,4
3240,24,58,1,6,2,1,2,2,1,1,1,0,12,4
3241,96,104,1,1,1,1,1,1,1,1,1,0,9,4
3242,12,104,1,5,2,1,3,3,3,1,1,0,12,1
3243,3,104,2,5,2,2,2,1,2,1,1,0,3,4
3244,7,156,1,1,1,1,1,1,1,1,1,100,12,4
3245,1,58,3,1,1,1,2,2,2,1,2,0,3,1
3246,1,58,3,1,1,1,2,2,2,1,3,0,0,3
3247,14,58,2,1,2,1,2,2,1,1,1,0,3,4
3248,6,104,2,2,2,2,1,1,1,2,1,0,12,3
3249,2,104,2,2,2,1,1,1,2,1,1,0,12,3
3250,5,142,1,2,2,2,2,2,2,2,1,0,12,1
3251,24,142,2,2,1,1,1,3,1,1,1,0,12,1
3252,5,58,3,4,1,1,2,2,3,1,4,0,12,4
3253,12,27,2,1,2,1,2,1,2,1,1,0,12,2
3254,13,104,2,1,2,1,1,1,1,1,1,0,3,2
3255,2,121,1,2,1,2,2,1,2,1,1,450,12,1
3256,3,58,1,1,2,1,1,1,2,1,1,120,12,2
3257,48,122,1,1,1,1,1,1,2,1,1,0,12,4
3258,2,104,2,2,2,2,2,2,2,1,1,0,12,4
3259,7,141,3,2,1,1,1,1,2,1,2,500,12,1
3260,2,58,3,2,1,1,2,2,2,1,4,0,0,2
3261,24,17,2,1,2,1,3,3,2,1,1,0,3,1
3262,2,58,1,2,1,1,1,1,2,1,1,50,12,2
3263,3,104,2,2,2,1,2,2,2,1,3,200,3,4
3264,48,104,2,2,2,1,1,1,1,1,1,0,12,4
3265,36,16,2,1,2,1,3,3,3,1,1,0,3,3
3266,4,58,2,2,1,1,2,2,2,1,1,0,12,2
3267,4,58,2,7,1,1,2,2,1,1,1,0,3,3
3268,5,58,1,1,2,1,3,3,2,1,1,0,12,3
3269,2,58,2,6,2,1,2,1,2,1,1,0,6,2
3270,24,57,2,1,2,2,1,1,1,1,1,0,3,4
3271,7,104,2,1,2,1,1,1,1,1,1,0,12,3
3272,36,58,1,1,2,1,2,2,1,1,1,0,12,4
3273,26,57,2,2,3,2,2,1,2,1,1,10,13,4
3274,3,57,1,1,2,2,2,2,2,2,1,0,3,4
3275,3,57,3,4,2,1,2,2,2,1,2,0,12,3
3276,36,56,2,1,2,3,2,2,1,1,1,0,3,3
3277,1,104,1,1,2,2,2,2,2,2,1,0,9,2
3278,16,58,2,6,2,1,1,1,1,1,1,50,12,4
3279,13,104,2,3,1,2,2,1,1,1,1,0,3,4
3280,1,58,1,1,2,1,2,1,2,1,3,0,12,1
3281,4,104,2,2,2,2,2,3,3,1,1,0,12,4
3282,3,116,2,1,3,2,3,3,3,1,1,0,1,4
3283,6,37,2,1,1,1,1,1,1,2,2,0,12,1
3284,3,57,3,4,1,2,2,2,2,1,4,0,12,2
3285,8,104,1,1,2,1,2,2,2,1,1,0,9,4
3286,12,104,1,2,2,1,1,1,1,1,1,0,3,4
3287,6,58,1,3,1,1,1,1,2,1,1,100,3,1
3288,48,141,1,2,1,2,1,1,2,1,1,0,12,3
3289,2,58,2,4,1,1,3,3,3,1,1,0,3,1
3290,3,104,2,2,2,1,3,3,2,1,1,0,12,2
3291,2,104,1,1,2,2,2,1,2,1,1,0,3,1
3292,6,58,2,3,1,1,1,1,1,1,1,0,3,2
3293,12,104,2,2,1,1,1,1,1,1,1,0,6,4
3294,36,141,2,2,1,3,1,1,3,1,1,0,7,4
3295,2,58,2,1,1,1,1,1,1,1,1,1,3,4
3296,24,121,1,7,2,2,1,1,1,1,1,0,6,4
3297,84,103,1,1,1,1,1,1,2,1,2,0,12,2
3298,4,58,2,1,1,1,3,3,3,2,1,0,3,4
3299,4,58,1,1,2,2,1,1,2,1,1,0,12,1
3300,1,57,1,1,2,2,2,2,2,1,1,0,0,1
3301,8,9,2,1,2,1,2,2,1,1,1,0,12,2
3302,2,104,3,1,2,2,2,1,2,1,6,0,9,2
3303,2,104,1,1,2,1,2,1,2,1,1,0,3,1
3304,24,104,2,1,2,1,3,3,2,1,1,0,3,4
3305,6,58,2,2,2,1,2,1,2,1,1,0,12,1
3306,12,132,1,1,2,1,1,1,1,1,1,200,12,1
3307,2,104,2,1,2,2,2,2,2,1,1,0,12,1
3308,18,57,1,5,3,2,2,2,1,1,1,0,3,2
3309,48,171,1,7,3,3,1,1,2,1,1,0,3,2
3310,2,58,2,1,2,1,2,2,2,1,1,0,12,3
3311,6,104,2,2,2,1,1,1,1,1,1,48,12,4
3312,8,58,2,1,2,1,2,2,2,1,1,10,13,3
3313,15,76,1,2,3,2,1,1,3,1,1,0,3,4
3314,5,104,3,1,2,1,1,1,1,1,3,0,8,4
3315,2,104,2,2,2,2,2,2,2,1,1,0,12,2
3316,48,36,2,2,3,2,1,3,2,1,1,0,12,1
3317,24,104,2,2,2,2,3,3,3,1,1,0,3,3
3318,1,104,3,2,2,1,2,2,2,1,6,0,12,4
3319,2,104,2,1,2,1,2,2,2,1,1,20,9,3
3320,3,58,1,1,1,1,2,2,2,1,1,0,3,1
3321,2,142,1,2,1,1,2,2,2,1,1,0,12,2
3322,2,57,2,3,1,2,2,2,2,1,2,0,9,3
3323,15,57,2,7,2,2,2,1,2,1,1,0,8,2
3324,1,58,1,6,2,1,2,2,2,1,1,0,12,3
3325,12,104,2,2,2,1,1,1,1,1,1,0,12,4
3326,42,11,2,1,2,2,1,3,3,1,1,0,12,4
3327,1,58,2,6,1,1,2,2,2,1,1,0,13,1
3328,36,104,2,1,1,2,1,1,1,1,1,0,12,4
3329,2,58,1,1,2,1,2,1,2,1,1,30,12,1
3330,1,104,3,2,2,1,2,2,2,1,7,0,12,4
3331,4,157,3,4,2,1,1,1,2,1,2,0,12,3
3332,2,104,2,1,2,1,3,1,2,1,1,0,12,2
3333,4,58,2,7,1,1,2,1,2,2,1,0,3,1
3334,12,104,1,1,2,2,1,1,2,1,1,0,12,4
3335,3,58,1,6,2,1,2,1,2,1,1,0,3,1
3336,3,58,1,3,2,1,2,2,2,1,1,0,3,4
3337,12,62,2,3,2,2,1,1,3,1,1,300,9,1
3338,2,58,1,1,2,1,2,1,2,1,1,50,12,3
3339,4,104,3,2,1,1,1,1,3,1,4,0,12,3
3340,24,121,1,2,1,1,1,1,1,1,1,350,3,1
3341,1,104,3,1,3,2,2,2,2,1,6,0,12,2
3342,10,58,2,1,2,1,1,1,1,1,1,50,3,3
3343,22,158,1,3,3,2,1,1,1,1,1,50,8,4
3344,26,58,3,1,1,1,2,2,1,1,4,0,12,4
3345,2,104,1,2,2,1,2,1,2,1,1,0,9,4
3346,3,104,1,2,2,1,2,1,2,1,1,0,8,2
3347,1,58,2,1,2,1,2,2,2,1,1,0,3,4
3348,1,58,3,1,2,1,2,2,2,1,5,0,12,4
3349,18,113,2,3,2,1,2,1,1,1,1,0,7,3
3350,12,58,1,6,2,1,1,1,1,1,1,0,3,3
3351,1,58,2,1,1,1,2,2,2,1,1,0,12,1
3352,1,58,2,1,2,1,2,1,2,1,1,0,12,2
3353,5,104,2,1,2,2,2,2,2,1,1,0,9,3
3354,12,104,1,4,2,2,1,1,2,1,1,0,12,3
3355,12,51,2,2,2,1,3,3,1,1,1,0,12,2
3356,7,116,1,1,2,3,2,1,2,1,1,350,12,1
3357,25,116,1,3,2,2,1,1,1,1,1,100,12,4
3358,1,58,3,1,2,1,2,1,2,1,5,0,3,2
3359,1,104,3,2,2,2,2,2,2,1,3,0,12,2
3360,3,104,2,2,2,1,1,1,2,1,1,0,12,4
3361,3,104,2,2,3,2,2,2,2,1,1,0,12,2
3362,24,128,1,1,3,1,1,1,1,1,1,300,12,1
3363,12,58,1,4,3,2,2,1,2,1,1,0,3,2
3364,84,157,1,2,1,2,3,1,2,1,1,0,12,4
3365,2,58,1,3,1,1,1,1,2,1,1,65,3,2
3366,2,157,1,5,2,1,2,1,2,1,1,0,12,1
3367,8,104,2,1,2,1,1,1,1,1,1,0,3,2
3368,5,142,1,5,2,1,3,3,2,1,1,250,12,4
3369,3,58,2,1,2,1,1,1,2,1,2,1,12,3
3370,4,58,2,1,2,1,2,2,2,1,3,0,12,2
3371,2,104,1,2,2,1,2,1,2,2,1,0,3,1
3372,10,56,2,3,2,2,3,3,3,1,1,0,12,4
3373,48,56,1,7,3,3,1,1,1,1,1,300,12,2
3374,2,104,3,2,2,2,1,1,2,1,4,0,12,3
3375,48,46,2,3,1,2,1,1,1,1,1,200,12,4
3376,2,104,2,1,2,2,2,1,2,1,1,0,12,3
3377,24,58,1,2,3,1,1,1,2,1,1,0,12,1
3378,4,141,2,1,1,3,1,1,2,1,1,400,12,1
3379,2,104,1,2,2,1,2,1,2,1,1,0,9,2
3380,2,58,2,7,1,1,2,2,2,1,1,0,12,2
3381,4,27,3,2,2,1,2,2,2,1,4,0,9,4
3382,2,104,2,1,2,1,3,3,2,1,1,0,12,3
3383,2,58,1,3,2,1,2,2,2,1,1,0,12,1
3384,60,121,2,5,1,2,3,3,1,1,1,250,12,1
3385,36,104,1,1,3,1,1,1,1,1,1,0,3,2
3386,2,104,1,7,1,1,1,1,2,1,1,0,12,4
3387,1,104,2,1,2,2,2,2,2,1,1,0,9,1
3388,4,58,2,2,2,1,2,1,2,1,1,0,12,3
3389,3,56,2,2,2,3,3,3,3,1,3,0,12,3
3390,1,58,3,1,2,1,2,2,2,1,7,0,6,2
3391,1,86,1,2,2,2,2,2,2,1,1,0,3,3
3392,24,103,2,1,2,1,1,1,1,1,1,0,12,3
3393,6,58,2,4,1,1,1,1,1,1,1,0,3,4
3394,3,57,1,1,2,2,2,1,3,1,1,0,12,4
3395,2,57,3,1,1,1,2,2,3,1,2,0,6,2
3396,6,58,2,1,1,1,3,3,3,1,1,0,12,2
3397,4,104,2,1,2,1,1,1,2,1,1,0,9,4
3398,3,104,1,2,3,2,3,3,2,1,1,0,12,3
3399,2,104,2,5,2,2,1,1,2,1,1,0,3,4
3400,14,152,1,1,2,2,1,1,1,1,1,0,12,0
3401,7,58,1,1,2,1,1,1,1,1,1,50,3,2
3402,1,104,2,1,2,2,1,1,2,1,1,0,12,3
3403,24,104,1,1,2,1,3,3,1,1,1,0,0,3
3404,2,104,2,1,2,1,2,1,3,2,1,0,12,2
3405,38,104,1,5,2,2,1,1,2,1,1,80,12,2
3406,5,104,2,2,2,2,2,1,2,1,1,0,12,4
3407,2,104,2,1,2,2,2,2,2,1,1,0,12,2
3408,2,37,2,1,2,1,2,1,2,1,1,0,8,3
3409,2,104,1,2,2,2,2,1,2,1,1,50,12,3
3410,1,156,1,1,1,2,2,1,2,1,1,0,12,3
3411,2,58,3,1,2,1,2,2,2,1,2,0,12,2
3412,8,104,2,1,2,1,1,1,1,1,1,0,12,3
3413,1,104,2,2,2,1,2,2,2,1,1,0,12,3
3414,1,104,3,1,2,2,2,2,2,1,4,0,3,3
3415,1,104,3,1,2,2,2,2,2,1,7,0,12,1
3416,2,104,2,1,2,2,2,2,2,1,1,0,12,2
3417,8,58,2,6,2,1,1,1,2,1,1,0,12,3
3418,2,104,1,2,2,1,2,2,2,1,1,0,12,2
3419,3,142,1,5,2,1,1,1,2,1,1,0,3,1
3420,1,57,2,2,2,2,2,2,2,1,1,0,2,2
3421,2,104,2,1,2,2,1,1,2,1,1,0,8,1
3422,8,56,2,7,1,2,2,1,1,1,1,100,12,1
3423,3,156,2,1,2,2,2,1,2,1,2,0,3,1
3424,2,104,2,2,2,2,1,1,2,1,1,0,12,3
3425,1,116,3,1,2,1,2,2,2,1,5,0,3,2
3426,2,57,2,1,2,2,2,2,2,1,1,0,9,2
3427,7,104,3,2,2,1,2,1,1,1,2,0,12,4
3428,1,104,2,1,2,1,2,1,2,1,1,0,3,2
3429,2,57,3,1,1,2,2,2,2,1,3,0,12,4
3430,18,94,2,2,3,1,1,1,1,1,1,0,12,1
3431,6,121,2,2,2,2,1,1,2,1,1,0,12,2
3432,5,104,2,2,2,1,2,2,2,1,1,0,0,1
3433,1,58,2,1,1,1,2,2,2,1,1,0,12,1
3434,2,104,2,2,2,1,1,1,2,1,1,0,12,2
3435,2,104,2,1,2,1,2,1,2,1,5,0,12,4
3436,31,156,2,1,3,1,1,1,1,1,1,0,3,4
3437,3,57,2,1,2,2,2,2,2,1,1,0,12,3
3438,2,104,1,2,1,1,2,1,2,1,1,0,12,2
3439,3,57,2,3,2,2,2,2,2,1,1,50,3,3
3440,12,58,3,2,2,1,1,1,1,1,7,0,3,2
3441,48,104,2,2,2,1,1,1,1,1,1,0,12,4
3442,14,37,2,1,1,1,1,1,1,1,1,0,12,1
3443,3,104,2,1,2,1,1,1,2,1,1,0,12,2
3444,4,104,1,3,2,1,1,1,2,1,1,155,3,4
3445,5,58,2,5,2,1,2,1,2,1,1,0,3,1
3446,4,57,2,4,2,2,2,2,2,1,1,100,13,2
3447,1,104,2,1,2,2,2,2,2,1,1,20,9,2
3448,4,58,2,1,2,1,1,1,2,1,1,0,12,2
3449,2,58,1,1,1,2,1,1,2,1,1,0,12,2
3450,2,57,3,1,2,2,2,2,2,1,3,1,3,3
3451,3,104,2,2,2,2,1,1,2,1,1,0,12,3
3452,1,104,1,2,2,1,2,2,2,1,1,0,12,1
3453,12,23,1,7,2,2,1,1,1,1,2,100,3,4
3454,2,0,3,2,1,1,2,2,2,1,2,0,12,3
3455,0,57,1,2,1,2,2,2,2,1,1,0,12,0
3456,48,104,2,1,2,2,1,1,1,1,1,0,3,0
3457,2,157,1,2,2,1,2,1,2,1,1,0,12,2
3458,2,58,1,3,2,2,2,2,2,1,1,0,3,1
3459,3,104,2,2,1,1,1,1,2,2,1,0,3,1
3460,2,104,2,2,2,1,2,2,2,1,1,0,12,2
3461,36,156,2,2,2,1,1,1,1,1,1,0,3,2
3462,7,104,1,1,2,1,1,1,3,1,1,0,0,4
3463,3,148,2,2,2,1,2,1,2,1,1,50,9,4
3464,60,141,1,2,2,2,3,3,3,1,1,0,3,2
3465,1,58,3,4,1,1,2,2,3,1,5,0,12,4
3466,2,57,3,1,2,2,2,2,2,1,3,0,12,1
3467,60,141,1,1,1,2,1,1,2,1,1,0,12,1
3468,4,58,1,4,1,1,2,1,2,1,1,0,3,2
3469,2,58,2,1,2,1,2,2,2,1,1,0,3,4
3470,12,104,1,1,2,2,3,3,3,1,1,0,0,1
3471,2,104,1,1,2,1,1,1,2,1,1,0,12,4
3472,4,58,3,1,2,1,2,2,2,1,3,0,3,1
3473,1,104,2,2,2,2,2,1,2,1,1,0,12,2
3474,3,58,2,4,1,1,2,2,2,1,1,0,3,4
3475,24,104,1,2,2,2,1,1,1,1,1,0,3,2
3476,12,58,2,7,1,1,3,3,3,1,1,0,3,2
3477,48,51,1,5,2,2,1,3,3,1,1,0,12,2
3478,3,58,2,1,2,1,2,1,2,1,1,0,3,2
3479,2,104,2,1,2,1,2,2,2,1,1,20,9,3
3480,2,58,1,6,1,1,2,1,2,1,1,0,3,2
3481,12,104,2,2,2,2,1,1,1,1,1,0,12,2
3482,1,104,1,1,2,1,2,2,2,1,1,0,9,2
3483,3,58,2,1,2,1,2,2,2,1,1,0,12,2
3484,8,58,1,2,2,1,3,2,2,1,1,0,3,4
3485,3,57,2,1,1,2,2,1,2,1,1,0,9,3
3486,5,57,1,3,2,2,3,3,3,2,1,0,3,2
3487,38,104,2,1,1,2,1,1,1,1,1,80,12,4
3488,2,58,1,1,1,1,2,2,2,1,1,0,9,1
3489,12,94,1,4,2,1,2,1,1,1,1,30,12,4
3490,1,104,1,2,2,1,2,2,2,1,2,0,3,3
3491,1,104,2,2,2,2,1,1,2,1,1,0,12,2
3492,2,81,2,1,2,1,1,1,1,1,1,0,12,3
3493,14,57,3,3,1,2,2,2,2,1,3,0,12,4
3494,2,104,1,1,2,1,2,1,2,1,1,0,3,1
3495,4,112,2,3,1,1,2,2,2,1,1,0,3,4
3496,3,104,2,1,2,1,2,2,2,1,1,0,12,2
3497,1,104,2,2,2,2,2,2,2,1,1,0,12,2
3498,1,104,2,1,1,1,2,2,2,1,2,0,12,4
3499,3,104,1,2,2,1,1,1,2,1,1,0,12,2
3500,2,104,1,1,2,2,1,1,2,1,1,60,9,1
3501,9,116,1,1,3,3,2,2,2,1,1,150,3,4
3502,6,57,1,2,2,2,2,1,2,1,1,0,3,1
3503,2,58,2,1,1,1,1,1,2,1,1,0,9,3
3504,60,122,1,1,2,1,1,1,1,1,1,0,12,3
3505,1,58,2,5,2,1,2,2,2,1,1,0,3,1
3506,1,58,2,1,1,1,2,2,2,1,1,0,12,1
3507,6,142,2,1,1,1,3,3,3,1,1,50,12,4
3508,2,104,2,1,2,2,2,2,2,1,2,0,9,4
3509,5,104,3,1,2,1,2,2,2,1,2,0,9,3
3510,1,104,2,1,2,1,2,2,2,1,2,0,0,1
3511,4,156,1,1,2,2,2,2,2,1,1,0,12,3
3512,2,55,2,1,2,1,1,1,2,1,1,0,12,3
3513,2,104,2,2,2,1,1,1,3,1,1,50,12,1
3514,36,76,2,3,3,2,1,1,2,1,1,0,12,2
3515,4,82,2,2,3,1,1,1,2,1,1,50,12,1
3516,4,104,2,2,2,1,2,2,2,1,1,0,3,2
3517,4,104,2,4,2,1,3,3,3,1,1,100,9,4
3518,1,57,3,6,1,2,2,3,3,1,5,0,3,4
3519,4,104,1,1,2,1,1,1,2,1,1,0,12,1
3520,1,128,1,1,2,2,2,1,2,1,2,0,12,2
3521,2,57,3,3,1,2,2,1,2,1,5,0,12,4
3522,2,142,2,6,1,1,2,2,2,1,1,0,3,1
3523,2,58,1,3,2,1,1,1,2,1,1,0,12,1
3524,4,57,1,1,1,2,2,1,2,1,1,50,12,4
3525,3,58,2,6,1,1,1,1,2,1,1,10,12,3
3526,6,87,2,2,1,1,1,1,2,1,1,500,3,1
3527,42,104,2,1,2,3,1,1,1,1,1,0,8,4
3528,3,58,1,1,1,1,1,1,1,1,1,0,10,3
3529,11,57,1,2,2,2,2,1,2,1,1,0,3,1
3530,48,32,2,4,2,2,3,1,1,1,6,0,12,1
3531,3,56,1,6,2,3,1,1,2,1,1,0,3,2
3532,2,58,1,1,1,1,1,1,3,1,1,0,3,3
3533,24,104,2,2,2,2,1,1,1,1,1,0,12,3
3534,4,57,1,3,1,2,3,1,2,2,1,0,12,2
3535,2,104,1,2,2,1,1,1,2,1,1,0,12,3
3536,3,58,2,1,2,2,2,2,2,1,1,0,12,2
3537,6,104,2,2,2,2,1,1,2,1,1,0,3,3
3538,5,109,2,6,2,1,1,1,1,1,1,0,12,2
3539,15,104,2,2,2,1,2,1,2,1,1,0,12,2
3540,4,104,1,2,2,1,3,3,3,1,1,0,5,4
3541,2,104,1,2,2,2,1,1,3,1,1,0,5,2
3542,2,156,1,6,1,3,2,1,2,1,1,0,8,3
3543,2,165,3,1,1,1,2,1,2,1,4,0,12,0
3544,12,103,2,1,2,1,1,1,2,1,1,250,3,1
3545,2,57,1,6,3,2,1,2,2,1,1,100,3,2
3546,12,58,3,1,1,1,2,2,2,1,3,0,12,2
3547,2,104,3,1,2,1,2,1,2,1,3,0,12,2
3548,4,156,2,1,2,1,2,2,2,1,1,0,3,1
3549,8,17,1,1,2,1,1,1,1,1,1,0,12,4
3550,6,0,2,1,2,2,2,3,3,1,2,0,12,4
3551,5,57,1,4,2,2,1,1,2,1,1,100,12,1
3552,3,58,3,1,1,1,2,2,2,1,2,0,3,3
3553,2,23,1,1,1,2,2,1,3,1,1,0,12,0
3554,24,104,1,1,2,2,2,1,2,1,1,100,12,4
3555,12,58,2,1,2,1,2,1,1,1,1,0,12,3
3556,14,58,2,4,2,1,1,1,1,1,1,0,3,2
3557,27,156,1,3,2,3,1,1,1,1,1,0,3,4
3558,13,55,1,1,4,1,1,1,2,1,1,100,12,2
3559,1,57,1,1,2,2,2,1,2,1,1,0,12,4
3560,24,104,2,5,2,2,1,1,1,1,1,1,12,4
3561,1,57,3,1,2,2,2,2,2,1,3,0,3,2
3562,1,104,3,2,2,1,2,2,2,1,7,0,9,4
3563,2,58,1,6,2,1,2,2,2,1,1,0,12,1
3564,2,104,2,1,3,1,2,1,2,1,1,50,6,4
3565,2,104,1,4,2,1,2,2,2,1,1,20,9,3
3566,0,58,3,2,1,1,3,3,3,1,4,0,7,3
3567,24,104,2,1,2,1,1,1,1,1,1,0,12,4
3568,2,142,2,2,2,1,2,2,2,1,2,0,3,1
